Resume Preview,Java Developer_0,Java Developer_1,Java Developer_2,DevOps Engineer_3,DevOps Engineer_4,DevOps Engineer_5,Python Developer_6,Python Developer_7,Python Developer_8,Operations Manager_9,Operations Manager_10,Operations Manager_11,Network Security Engineer_12,Network Security Engineer_13,Network Security Engineer_14,Testing_15,Testing_16,Testing_17,Civil Engineer_18,Civil Engineer_19,Civil Engineer_20,Automation Testing_21,Automation Testing_22,Automation Testing_23,Business Analyst_24,Business Analyst_25,Business Analyst_26,Advocate_27,Advocate_28,Advocate_29,Blockchain_30,Blockchain_31,Blockchain_32,Mechanical Engineer_33,Mechanical Engineer_34,Mechanical Engineer_35,SAP Developer_36,SAP Developer_37,SAP Developer_38,Health and fitness_39,Health and fitness_40,Health and fitness_41,Sales_42,Sales_43,Sales_44,Database_45,Database_46,Database_47,Data Science_48,Data Science_49,Data Science_50,Electrical Engineering_51,Electrical Engineering_52,Electrical Engineering_53,Web Designing_54,Web Designing_55,Web Designing_56,DotNet Developer_57,DotNet Developer_58,DotNet Developer_59,Hadoop_60,Hadoop_61,Hadoop_62,PMO_63,PMO_64,PMO_65,HR_66,HR_67,HR_68,Arts_69,Arts_70,Arts_71,ETL Developer_72,ETL Developer_73,ETL Developer_74
"Skills * Programming Languages: Python (pandas, numpy, scipy, scikit-learn, matplotlib), Sql, Java, ...",0.3915,0.3392,0.4121,0.4429,0.4301,0.3702,0.4548,0.5501,0.5071,0.4238,0.4145,0.4213,0.4338,0.4296,0.4328,0.4205,0.4036,0.4129,0.4335,0.4385,0.4348,0.4257,0.4303,0.4116,0.3749,0.3717,0.3587,0.4341,0.4443,0.4328,0.4092,0.4236,0.4329,0.4329,0.4444,0.4294,0.4357,0.4203,0.4297,0.402,0.4074,0.4352,0.4376,0.4326,0.4402,0.4809,0.4689,0.4783,0.5295,0.5502,0.5204,0.4235,0.439,0.4314,0.427,0.4408,0.4416,0.445,0.4204,0.4415,0.3948,0.4047,0.3929,0.3779,0.3948,0.4064,0.4656,0.4597,0.4464,0.431,0.4178,0.4258,0.3931,0.3987,0.3941
"Education Details 
May 2013 to May 2017 B.E   UIT-RGPV
Data Scientist 

Data Scientist - Matelab...",0.3897,0.3704,0.4749,0.4441,0.4116,0.3821,0.4291,0.572,0.5456,0.4527,0.4365,0.4592,0.4218,0.413,0.4213,0.4345,0.4094,0.4211,0.4224,0.4127,0.416,0.423,0.4075,0.4119,0.394,0.3744,0.383,0.4541,0.4379,0.4385,0.4151,0.4297,0.4331,0.4448,0.4272,0.4401,0.4455,0.4379,0.4367,0.422,0.4143,0.4442,0.46,0.4391,0.4518,0.4755,0.4528,0.4681,0.5531,0.5523,0.5394,0.4008,0.3963,0.4042,0.4007,0.3869,0.3967,0.4674,0.4393,0.4556,0.395,0.3968,0.3786,0.4139,0.4197,0.4325,0.4906,0.4822,0.4554,0.4822,0.4284,0.4509,0.3995,0.4126,0.398
"Areas of Interest Deep Learning, Control System Design, Programming in-Python, Electric Machinery, W...",0.3733,0.3143,0.4364,0.3303,0.3537,0.2923,0.4047,0.4598,0.4794,0.453,0.4616,0.4649,0.4073,0.4197,0.4192,0.3895,0.3803,0.3806,0.4143,0.4171,0.4343,0.4165,0.4054,0.3895,0.3861,0.3822,0.3668,0.3729,0.3945,0.382,0.398,0.4037,0.4192,0.4471,0.4378,0.437,0.3863,0.3786,0.3812,0.3601,0.3693,0.3801,0.442,0.4446,0.4446,0.4509,0.4435,0.4461,0.4576,0.4556,0.4566,0.4356,0.4369,0.4493,0.4037,0.4187,0.4081,0.4027,0.3922,0.3965,0.3571,0.3655,0.3386,0.4218,0.4357,0.4328,0.4438,0.4315,0.418,0.3928,0.3909,0.3975,0.3487,0.35,0.3483
Skills â¢ R â¢ Python â¢ SAP HANA â¢ Tableau â¢ SAP HANA SQL â¢ SAP HANA PAL â¢ MS SQL â¢ SA...,0.3952,0.3145,0.4127,0.3751,0.3747,0.3034,0.4307,0.4509,0.4575,0.4583,0.4558,0.4575,0.4164,0.4226,0.4256,0.4271,0.4236,0.4367,0.4557,0.4591,0.4658,0.438,0.4537,0.4354,0.4541,0.4521,0.4367,0.4019,0.4279,0.4164,0.4075,0.4208,0.4519,0.4422,0.4582,0.445,0.5193,0.5094,0.5322,0.3905,0.4018,0.4433,0.4886,0.5004,0.5107,0.5298,0.5278,0.5345,0.5332,0.5564,0.5296,0.4376,0.4603,0.4551,0.4326,0.4559,0.4683,0.4288,0.418,0.4444,0.3723,0.3883,0.395,0.4127,0.4336,0.4625,0.4786,0.4638,0.4858,0.4429,0.4384,0.4661,0.4263,0.4365,0.4352
"Education Details 
 MCA   YMCAUST,  Faridabad,  Haryana
Data Science internship 


Skill Detail...",0.5317,0.4772,0.633,0.4628,0.4643,0.3991,0.4928,0.5586,0.6065,0.5354,0.5365,0.5744,0.4781,0.4888,0.4888,0.5278,0.5252,0.5296,0.4915,0.5085,0.501,0.5252,0.5135,0.5107,0.4627,0.4745,0.4668,0.4755,0.4715,0.4908,0.4772,0.4891,0.4927,0.4917,0.4871,0.4783,0.528,0.535,0.5252,0.4911,0.5047,0.4987,0.5038,0.4969,0.5003,0.5854,0.583,0.6006,0.6542,0.6343,0.665,0.5063,0.521,0.5266,0.514,0.5136,0.5147,0.5209,0.5212,0.5203,0.5025,0.5147,0.4914,0.5238,0.5453,0.5399,0.5508,0.5626,0.5347,0.5226,0.5069,0.5059,0.4599,0.4819,0.4695
"SKILLS C Basics, IOT, Python, MATLAB, Data Science, Machine Learning, HTML, Microsoft Word, Microsof...",0.4271,0.4386,0.5401,0.4757,0.4482,0.4079,0.4584,0.6217,0.614,0.5057,0.5066,0.5243,0.5373,0.5388,0.5473,0.503,0.4807,0.4898,0.4851,0.4878,0.4937,0.5365,0.5275,0.5221,0.445,0.4477,0.4343,0.4622,0.4542,0.454,0.5029,0.4976,0.5035,0.4898,0.4827,0.4835,0.5026,0.486,0.4843,0.452,0.4442,0.4433,0.4906,0.4669,0.4741,0.51,0.4953,0.515,0.6113,0.5989,0.5954,0.5112,0.4974,0.5015,0.5156,0.5067,0.504,0.5548,0.5439,0.5407,0.47,0.4673,0.4547,0.4935,0.4988,0.4841,0.5317,0.5212,0.5009,0.5003,0.4873,0.4789,0.4888,0.4755,0.4629
Skills â¢ Python â¢ Tableau â¢ Data Visualization â¢ R Studio â¢ Machine Learning â¢ Statistic...,0.3542,0.2948,0.4397,0.3825,0.382,0.2843,0.4153,0.5093,0.5163,0.4803,0.4816,0.501,0.4464,0.4496,0.4564,0.449,0.4358,0.4436,0.4631,0.4707,0.4768,0.4969,0.4909,0.4799,0.4442,0.4285,0.4283,0.4271,0.4366,0.4335,0.4061,0.4288,0.4427,0.486,0.4757,0.479,0.4672,0.4589,0.462,0.3971,0.401,0.4322,0.4621,0.4506,0.461,0.5038,0.4882,0.512,0.5911,0.5839,0.5928,0.4422,0.4556,0.4724,0.4563,0.457,0.4639,0.4542,0.4281,0.4478,0.3848,0.3929,0.3789,0.4222,0.4339,0.4517,0.4895,0.4828,0.4621,0.4709,0.441,0.4649,0.4192,0.4357,0.4332
"Education Details 
 B.Tech   Rayat and Bahra Institute of Engineering and Biotechnology
Data Scien...",0.4909,0.4009,0.5,0.4324,0.4552,0.3923,0.4669,0.5927,0.5209,0.5139,0.5109,0.52,0.4934,0.4898,0.505,0.4674,0.4405,0.4532,0.48,0.4696,0.4958,0.4646,0.4499,0.4496,0.4253,0.4114,0.4083,0.4264,0.4286,0.4145,0.4614,0.4656,0.4802,0.5005,0.4885,0.5059,0.4632,0.4483,0.4562,0.4495,0.4434,0.4625,0.4323,0.4208,0.4326,0.5301,0.5089,0.5237,0.5791,0.5666,0.5535,0.4662,0.4538,0.4672,0.486,0.4842,0.4838,0.4955,0.4723,0.487,0.4345,0.435,0.4171,0.4532,0.4581,0.4601,0.5128,0.4928,0.4743,0.4707,0.446,0.4592,0.4133,0.409,0.3973
Personal Skills â¢ Ability to quickly grasp technical aspects and willingness to learn â¢ High ene...,0.284,0.2163,0.3712,0.2506,0.286,0.2403,0.2927,0.4094,0.3801,0.3959,0.399,0.4124,0.4229,0.4187,0.4326,0.362,0.3326,0.3535,0.4365,0.4193,0.4498,0.3989,0.3753,0.3809,0.3788,0.3486,0.3575,0.3732,0.3798,0.3754,0.3594,0.3738,0.3921,0.4576,0.4324,0.4521,0.4046,0.3851,0.3987,0.3915,0.3846,0.4245,0.3835,0.3693,0.3811,0.4052,0.3856,0.4021,0.4516,0.4505,0.4408,0.4045,0.4016,0.424,0.4336,0.4358,0.4347,0.4224,0.3875,0.4127,0.3126,0.3134,0.3034,0.3471,0.3464,0.3676,0.4194,0.3916,0.3755,0.4004,0.3623,0.3986,0.3704,0.3712,0.3772
Expertise â Data and Quantitative Analysis â Decision Analytics â Predictive Modeling â Data...,0.3536,0.2893,0.3769,0.3381,0.3465,0.2593,0.363,0.4029,0.4001,0.3893,0.3978,0.3956,0.381,0.404,0.395,0.3655,0.3651,0.3678,0.4006,0.4152,0.4167,0.3928,0.4026,0.3822,0.3514,0.3617,0.3409,0.3563,0.3849,0.3694,0.357,0.3721,0.3874,0.3904,0.4071,0.3923,0.3852,0.3888,0.3939,0.3599,0.3769,0.396,0.3649,0.3752,0.3827,0.4129,0.4117,0.4146,0.5145,0.527,0.5125,0.4063,0.4275,0.4224,0.3846,0.4132,0.4048,0.3743,0.3771,0.3829,0.3302,0.35,0.3316,0.3809,0.4016,0.4082,0.4165,0.4109,0.4132,0.3713,0.3765,0.3871,0.3811,0.3903,0.3835
"TECHNICAL SKILLS â¢ Typewriting â¢ TORA â¢ SPSSEducation Details 
January 2017 MBA  Chidambaram,...",0.4362,0.4181,0.5278,0.4235,0.4921,0.3751,0.3916,0.4612,0.4801,0.5398,0.5302,0.5705,0.5794,0.5743,0.5717,0.5412,0.5269,0.5567,0.5753,0.5737,0.5665,0.5231,0.5052,0.5233,0.5398,0.5519,0.5471,0.4919,0.4839,0.5078,0.5274,0.5275,0.5444,0.5868,0.5792,0.591,0.5537,0.5604,0.5641,0.4727,0.4784,0.4952,0.5515,0.5505,0.5699,0.5459,0.5435,0.5549,0.5695,0.5696,0.595,0.565,0.5681,0.5759,0.5613,0.5475,0.5695,0.4956,0.4964,0.5112,0.5012,0.5051,0.4994,0.5287,0.5402,0.5565,0.5672,0.5781,0.5752,0.5394,0.5186,0.528,0.4925,0.5015,0.496
"I.T. Skills â¢ Windows XP, Ms Office (Word, Excel: Look-ups; Pivot table; other basic functions ; P...",0.4031,0.3241,0.4003,0.3952,0.408,0.3119,0.3513,0.3803,0.3753,0.5144,0.5313,0.5149,0.4698,0.4893,0.4845,0.4976,0.5009,0.5011,0.47,0.4948,0.4931,0.4904,0.5085,0.5048,0.4793,0.4874,0.482,0.4399,0.4588,0.4254,0.428,0.4454,0.4588,0.4516,0.4905,0.4809,0.4717,0.4849,0.4742,0.4823,0.5003,0.5067,0.4997,0.5048,0.5034,0.518,0.5285,0.5304,0.5106,0.5177,0.4858,0.4539,0.4847,0.4579,0.4707,0.4844,0.4786,0.4691,0.4695,0.4804,0.3602,0.3809,0.3802,0.489,0.5098,0.509,0.5175,0.5313,0.504,0.4609,0.4576,0.4607,0.4294,0.4589,0.4282
"Education Details 
 BA   mumbai University
HR 


Skill Details 
Hr Operations- Exprience - Les...",0.3795,0.3785,0.4669,0.2639,0.3901,0.2877,0.3101,0.3455,0.3802,0.467,0.4907,0.4686,0.4031,0.4323,0.4189,0.4313,0.446,0.434,0.4514,0.459,0.4677,0.3873,0.3945,0.3873,0.3804,0.388,0.3686,0.3896,0.4214,0.385,0.4187,0.4243,0.4342,0.4207,0.4461,0.4326,0.4364,0.4598,0.4436,0.3654,0.3885,0.3864,0.4357,0.4547,0.4432,0.4552,0.4638,0.4502,0.4699,0.4549,0.4415,0.4497,0.4636,0.4427,0.4453,0.4709,0.4418,0.3958,0.4212,0.4075,0.3741,0.391,0.3722,0.4841,0.5028,0.4972,0.5003,0.4956,0.4739,0.4383,0.4323,0.4396,0.3576,0.3797,0.347
"Education Details 
June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc
Hr 


Skill D...",0.3366,0.3541,0.4399,0.2977,0.3757,0.2755,0.2737,0.3631,0.3765,0.4116,0.3944,0.4338,0.3926,0.3941,0.3911,0.4312,0.4262,0.4556,0.4074,0.4085,0.4021,0.3858,0.3762,0.403,0.4388,0.4598,0.4602,0.4085,0.392,0.4113,0.4301,0.4263,0.4445,0.3893,0.3962,0.41,0.4586,0.4718,0.4831,0.3799,0.3885,0.392,0.476,0.4877,0.504,0.4618,0.4649,0.4747,0.4584,0.4688,0.4759,0.4316,0.4274,0.4261,0.4403,0.4244,0.4533,0.4323,0.4447,0.4566,0.3989,0.41,0.4059,0.4549,0.4685,0.4755,0.4606,0.4807,0.4905,0.4633,0.4583,0.4519,0.4035,0.3989,0.396
"Education Details 
June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc
Hr 


Skill D...",0.3366,0.3541,0.4399,0.2977,0.3757,0.2755,0.2737,0.3631,0.3765,0.4116,0.3944,0.4338,0.3926,0.3941,0.3911,0.4312,0.4262,0.4556,0.4074,0.4085,0.4021,0.3858,0.3762,0.403,0.4388,0.4598,0.4602,0.4085,0.392,0.4113,0.4301,0.4263,0.4445,0.3893,0.3962,0.41,0.4586,0.4718,0.4831,0.3799,0.3885,0.392,0.476,0.4877,0.504,0.4618,0.4649,0.4747,0.4584,0.4688,0.4759,0.4316,0.4274,0.4261,0.4403,0.4244,0.4533,0.4323,0.4447,0.4566,0.3989,0.41,0.4059,0.4549,0.4685,0.4755,0.4606,0.4807,0.4905,0.4633,0.4583,0.4519,0.4035,0.3989,0.396
"Education Details 
 BBA   lovely professional university
HR 


Skill Details 
Communication- E...",0.4436,0.4186,0.5185,0.3699,0.3977,0.3711,0.381,0.4044,0.4473,0.4608,0.4554,0.4999,0.4144,0.4294,0.4208,0.4483,0.4472,0.4741,0.4456,0.4382,0.4446,0.4017,0.3793,0.4159,0.4708,0.485,0.4796,0.4517,0.4394,0.4675,0.4309,0.4347,0.4485,0.4189,0.4098,0.422,0.4247,0.453,0.4565,0.4047,0.4175,0.4354,0.4646,0.4784,0.4959,0.4891,0.4915,0.4939,0.4806,0.4701,0.5013,0.4456,0.4381,0.4457,0.4724,0.4685,0.4862,0.4189,0.4403,0.447,0.376,0.3868,0.3831,0.4902,0.5047,0.5236,0.5026,0.5153,0.5164,0.5145,0.4882,0.5111,0.4302,0.4486,0.4488
"Education Details 
 MBA   ACN College of engineering & mgt
HR 


Skill Details 
Company Detail...",0.3883,0.3125,0.4537,0.3314,0.3979,0.333,0.357,0.3585,0.3791,0.4906,0.4882,0.5272,0.4535,0.4625,0.4483,0.4483,0.4502,0.4686,0.4767,0.4704,0.4612,0.4512,0.4252,0.4514,0.4751,0.4799,0.486,0.4173,0.4075,0.4463,0.3859,0.4023,0.4114,0.4375,0.4281,0.4327,0.4226,0.4483,0.447,0.375,0.3887,0.4102,0.4459,0.4621,0.4744,0.4614,0.4661,0.4658,0.4474,0.4526,0.4821,0.4349,0.4517,0.4646,0.4063,0.4092,0.4268,0.4085,0.4153,0.4352,0.3417,0.3555,0.3403,0.4508,0.4644,0.4942,0.4771,0.501,0.4939,0.4629,0.4293,0.4523,0.4207,0.4509,0.4432
KEY SKILLS: â¢ Computerized accounting with tally â¢ Sincere & hard working â¢ Management account...,0.5046,0.4517,0.5573,0.4304,0.4853,0.3667,0.4346,0.4734,0.5165,0.5658,0.5466,0.5954,0.5479,0.5499,0.546,0.5711,0.5499,0.5851,0.5227,0.53,0.5158,0.5411,0.5333,0.5484,0.5941,0.608,0.5947,0.5184,0.5046,0.5251,0.612,0.6168,0.6334,0.4774,0.4838,0.4783,0.5537,0.5474,0.565,0.4854,0.4871,0.5101,0.61,0.5981,0.6267,0.6367,0.6256,0.6572,0.6196,0.6149,0.6391,0.5183,0.5198,0.5103,0.5492,0.537,0.5708,0.5261,0.5217,0.5355,0.5254,0.5306,0.5344,0.5897,0.6002,0.6255,0.5925,0.6042,0.6064,0.5278,0.511,0.5209,0.4993,0.5038,0.5031
"Training in Special Education (Certificate Course) Education Details 
July 2016 to October 2018 M.S...",0.3183,0.2497,0.3891,0.2166,0.2762,0.1879,0.2917,0.298,0.33,0.3839,0.3966,0.3873,0.4149,0.4351,0.4174,0.432,0.4288,0.4336,0.3848,0.3601,0.385,0.3553,0.3333,0.3563,0.4222,0.4318,0.4122,0.44,0.4454,0.4294,0.3889,0.3837,0.3987,0.3549,0.3463,0.358,0.3969,0.4153,0.4141,0.4196,0.424,0.4303,0.3634,0.3824,0.3857,0.4158,0.4234,0.4006,0.3982,0.391,0.3838,0.3681,0.3536,0.3433,0.4024,0.4169,0.4059,0.3624,0.3891,0.3859,0.3,0.2996,0.2874,0.414,0.4135,0.4136,0.4506,0.4353,0.4304,0.4134,0.3942,0.4071,0.3196,0.3216,0.304
Computer Knowledge: â¢ Proficient in basic use of MS office â¢ Microsoft Dynamics AX software â¢ ...,0.4964,0.4546,0.5955,0.4509,0.5174,0.3984,0.4185,0.5521,0.544,0.6036,0.6029,0.6236,0.5485,0.5559,0.5536,0.5718,0.5455,0.5696,0.5389,0.5558,0.5417,0.5734,0.5744,0.5756,0.594,0.5943,0.5814,0.5767,0.5628,0.5646,0.5409,0.5406,0.5557,0.5207,0.5342,0.5197,0.5706,0.5529,0.551,0.5285,0.5252,0.5393,0.6362,0.5988,0.6162,0.6171,0.5962,0.6363,0.6198,0.6044,0.6057,0.5229,0.5237,0.4995,0.5725,0.5672,0.5734,0.5837,0.5576,0.5653,0.5054,0.5025,0.5094,0.5879,0.5937,0.5985,0.6286,0.6178,0.5945,0.6041,0.5699,0.5862,0.4946,0.4938,0.4751
"SOFTWARE SKILLS: â¢ General Computer Proficiency â¢ Program Langages known C, C+, Java, Web Progra...",0.5139,0.4577,0.6458,0.4421,0.5282,0.413,0.4454,0.5486,0.5734,0.6046,0.5892,0.6226,0.6157,0.6047,0.6099,0.5995,0.5646,0.5904,0.6038,0.6046,0.5944,0.5769,0.5648,0.5526,0.5797,0.5726,0.5529,0.547,0.5461,0.5563,0.5666,0.5627,0.579,0.5881,0.5849,0.5686,0.5995,0.5658,0.5856,0.5212,0.5171,0.536,0.5973,0.5651,0.5848,0.6355,0.6122,0.6442,0.6482,0.6391,0.6527,0.5874,0.5834,0.5835,0.5937,0.5885,0.6035,0.5552,0.5283,0.5416,0.5239,0.5192,0.5164,0.5767,0.5826,0.5964,0.6227,0.6019,0.5914,0.5738,0.5539,0.562,0.5225,0.5063,0.5117
"TECHNICAL SKILLS â¢ Typewriting â¢ TORA â¢ SPSSEducation Details 
January 2017 MBA  Chidambaram,...",0.4362,0.4181,0.5278,0.4235,0.4921,0.3751,0.3916,0.4612,0.4801,0.5398,0.5302,0.5705,0.5794,0.5743,0.5717,0.5412,0.5269,0.5567,0.5753,0.5737,0.5665,0.5231,0.5052,0.5233,0.5398,0.5519,0.5471,0.4919,0.4839,0.5078,0.5274,0.5275,0.5444,0.5868,0.5792,0.591,0.5537,0.5604,0.5641,0.4727,0.4784,0.4952,0.5515,0.5505,0.5699,0.5459,0.5435,0.5549,0.5695,0.5696,0.595,0.565,0.5681,0.5759,0.5613,0.5475,0.5695,0.4956,0.4964,0.5112,0.5012,0.5051,0.4994,0.5287,0.5402,0.5565,0.5672,0.5781,0.5752,0.5394,0.5186,0.528,0.4925,0.5015,0.496
"I.T. Skills â¢ Windows XP, Ms Office (Word, Excel: Look-ups; Pivot table; other basic functions ; P...",0.4031,0.3241,0.4003,0.3952,0.408,0.3119,0.3513,0.3803,0.3753,0.5144,0.5313,0.5149,0.4698,0.4893,0.4845,0.4976,0.5009,0.5011,0.47,0.4948,0.4931,0.4904,0.5085,0.5048,0.4793,0.4874,0.482,0.4399,0.4588,0.4254,0.428,0.4454,0.4588,0.4516,0.4905,0.4809,0.4717,0.4849,0.4742,0.4823,0.5003,0.5067,0.4997,0.5048,0.5034,0.518,0.5285,0.5304,0.5106,0.5177,0.4858,0.4539,0.4847,0.4579,0.4707,0.4844,0.4786,0.4691,0.4695,0.4804,0.3602,0.3809,0.3802,0.489,0.5098,0.509,0.5175,0.5313,0.504,0.4609,0.4576,0.4607,0.4294,0.4589,0.4282
"Education Details 
 BA   mumbai University
HR 


Skill Details 
Hr Operations- Exprience - Les...",0.3795,0.3785,0.4669,0.2639,0.3901,0.2877,0.3101,0.3455,0.3802,0.467,0.4907,0.4686,0.4031,0.4323,0.4189,0.4313,0.446,0.434,0.4514,0.459,0.4677,0.3873,0.3945,0.3873,0.3804,0.388,0.3686,0.3896,0.4214,0.385,0.4187,0.4243,0.4342,0.4207,0.4461,0.4326,0.4364,0.4598,0.4436,0.3654,0.3885,0.3864,0.4357,0.4547,0.4432,0.4552,0.4638,0.4502,0.4699,0.4549,0.4415,0.4497,0.4636,0.4427,0.4453,0.4709,0.4418,0.3958,0.4212,0.4075,0.3741,0.391,0.3722,0.4841,0.5028,0.4972,0.5003,0.4956,0.4739,0.4383,0.4323,0.4396,0.3576,0.3797,0.347
"Education Details 
June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc
Hr 


Skill D...",0.3366,0.3541,0.4399,0.2977,0.3757,0.2755,0.2737,0.3631,0.3765,0.4116,0.3944,0.4338,0.3926,0.3941,0.3911,0.4312,0.4262,0.4556,0.4074,0.4085,0.4021,0.3858,0.3762,0.403,0.4388,0.4598,0.4602,0.4085,0.392,0.4113,0.4301,0.4263,0.4445,0.3893,0.3962,0.41,0.4586,0.4718,0.4831,0.3799,0.3885,0.392,0.476,0.4877,0.504,0.4618,0.4649,0.4747,0.4584,0.4688,0.4759,0.4316,0.4274,0.4261,0.4403,0.4244,0.4533,0.4323,0.4447,0.4566,0.3989,0.41,0.4059,0.4549,0.4685,0.4755,0.4606,0.4807,0.4905,0.4633,0.4583,0.4519,0.4035,0.3989,0.396
"Education Details 
June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc
Hr 


Skill D...",0.3366,0.3541,0.4399,0.2977,0.3757,0.2755,0.2737,0.3631,0.3765,0.4116,0.3944,0.4338,0.3926,0.3941,0.3911,0.4312,0.4262,0.4556,0.4074,0.4085,0.4021,0.3858,0.3762,0.403,0.4388,0.4598,0.4602,0.4085,0.392,0.4113,0.4301,0.4263,0.4445,0.3893,0.3962,0.41,0.4586,0.4718,0.4831,0.3799,0.3885,0.392,0.476,0.4877,0.504,0.4618,0.4649,0.4747,0.4584,0.4688,0.4759,0.4316,0.4274,0.4261,0.4403,0.4244,0.4533,0.4323,0.4447,0.4566,0.3989,0.41,0.4059,0.4549,0.4685,0.4755,0.4606,0.4807,0.4905,0.4633,0.4583,0.4519,0.4035,0.3989,0.396
"Education Details 
 BBA   lovely professional university
HR 


Skill Details 
Communication- E...",0.4436,0.4186,0.5185,0.3699,0.3977,0.3711,0.381,0.4044,0.4473,0.4608,0.4554,0.4999,0.4144,0.4294,0.4208,0.4483,0.4472,0.4741,0.4456,0.4382,0.4446,0.4017,0.3793,0.4159,0.4708,0.485,0.4796,0.4517,0.4394,0.4675,0.4309,0.4347,0.4485,0.4189,0.4098,0.422,0.4247,0.453,0.4565,0.4047,0.4175,0.4354,0.4646,0.4784,0.4959,0.4891,0.4915,0.4939,0.4806,0.4701,0.5013,0.4456,0.4381,0.4457,0.4724,0.4685,0.4862,0.4189,0.4403,0.447,0.376,0.3868,0.3831,0.4902,0.5047,0.5236,0.5026,0.5153,0.5164,0.5145,0.4882,0.5111,0.4302,0.4486,0.4488
"Education Details 
 MBA   ACN College of engineering & mgt
HR 


Skill Details 
Company Detail...",0.3883,0.3125,0.4537,0.3314,0.3979,0.333,0.357,0.3585,0.3791,0.4906,0.4882,0.5272,0.4535,0.4625,0.4483,0.4483,0.4502,0.4686,0.4767,0.4704,0.4612,0.4512,0.4252,0.4514,0.4751,0.4799,0.486,0.4173,0.4075,0.4463,0.3859,0.4023,0.4114,0.4375,0.4281,0.4327,0.4226,0.4483,0.447,0.375,0.3887,0.4102,0.4459,0.4621,0.4744,0.4614,0.4661,0.4658,0.4474,0.4526,0.4821,0.4349,0.4517,0.4646,0.4063,0.4092,0.4268,0.4085,0.4153,0.4352,0.3417,0.3555,0.3403,0.4508,0.4644,0.4942,0.4771,0.501,0.4939,0.4629,0.4293,0.4523,0.4207,0.4509,0.4432
KEY SKILLS: â¢ Computerized accounting with tally â¢ Sincere & hard working â¢ Management account...,0.5046,0.4517,0.5573,0.4304,0.4853,0.3667,0.4346,0.4734,0.5165,0.5658,0.5466,0.5954,0.5479,0.5499,0.546,0.5711,0.5499,0.5851,0.5227,0.53,0.5158,0.5411,0.5333,0.5484,0.5941,0.608,0.5947,0.5184,0.5046,0.5251,0.612,0.6168,0.6334,0.4774,0.4838,0.4783,0.5537,0.5474,0.565,0.4854,0.4871,0.5101,0.61,0.5981,0.6267,0.6367,0.6256,0.6572,0.6196,0.6149,0.6391,0.5183,0.5198,0.5103,0.5492,0.537,0.5708,0.5261,0.5217,0.5355,0.5254,0.5306,0.5344,0.5897,0.6002,0.6255,0.5925,0.6042,0.6064,0.5278,0.511,0.5209,0.4993,0.5038,0.5031
"Training in Special Education (Certificate Course) Education Details 
July 2016 to October 2018 M.S...",0.3183,0.2497,0.3891,0.2166,0.2762,0.1879,0.2917,0.298,0.33,0.3839,0.3966,0.3873,0.4149,0.4351,0.4174,0.432,0.4288,0.4336,0.3848,0.3601,0.385,0.3553,0.3333,0.3563,0.4222,0.4318,0.4122,0.44,0.4454,0.4294,0.3889,0.3837,0.3987,0.3549,0.3463,0.358,0.3969,0.4153,0.4141,0.4196,0.424,0.4303,0.3634,0.3824,0.3857,0.4158,0.4234,0.4006,0.3982,0.391,0.3838,0.3681,0.3536,0.3433,0.4024,0.4169,0.4059,0.3624,0.3891,0.3859,0.3,0.2996,0.2874,0.414,0.4135,0.4136,0.4506,0.4353,0.4304,0.4134,0.3942,0.4071,0.3196,0.3216,0.304
Computer Knowledge: â¢ Proficient in basic use of MS office â¢ Microsoft Dynamics AX software â¢ ...,0.4964,0.4546,0.5955,0.4509,0.5174,0.3984,0.4185,0.5521,0.544,0.6036,0.6029,0.6236,0.5485,0.5559,0.5536,0.5718,0.5455,0.5696,0.5389,0.5558,0.5417,0.5734,0.5744,0.5756,0.594,0.5943,0.5814,0.5767,0.5628,0.5646,0.5409,0.5406,0.5557,0.5207,0.5342,0.5197,0.5706,0.5529,0.551,0.5285,0.5252,0.5393,0.6362,0.5988,0.6162,0.6171,0.5962,0.6363,0.6198,0.6044,0.6057,0.5229,0.5237,0.4995,0.5725,0.5672,0.5734,0.5837,0.5576,0.5653,0.5054,0.5025,0.5094,0.5879,0.5937,0.5985,0.6286,0.6178,0.5945,0.6041,0.5699,0.5862,0.4946,0.4938,0.4751
"SOFTWARE SKILLS: â¢ General Computer Proficiency â¢ Program Langages known C, C+, Java, Web Progra...",0.5139,0.4577,0.6458,0.4421,0.5282,0.413,0.4454,0.5486,0.5734,0.6046,0.5892,0.6226,0.6157,0.6047,0.6099,0.5995,0.5646,0.5904,0.6038,0.6046,0.5944,0.5769,0.5648,0.5526,0.5797,0.5726,0.5529,0.547,0.5461,0.5563,0.5666,0.5627,0.579,0.5881,0.5849,0.5686,0.5995,0.5658,0.5856,0.5212,0.5171,0.536,0.5973,0.5651,0.5848,0.6355,0.6122,0.6442,0.6482,0.6391,0.6527,0.5874,0.5834,0.5835,0.5937,0.5885,0.6035,0.5552,0.5283,0.5416,0.5239,0.5192,0.5164,0.5767,0.5826,0.5964,0.6227,0.6019,0.5914,0.5738,0.5539,0.562,0.5225,0.5063,0.5117
